d058.s043.t000	4) temporary housing for homeless or displaced persons.
d078.s038.t002	1) a financial institution that accepts deposits and channels the money into lending activities.
d078.s038.t003	0) be in charge of, act on, or dispose of. Question: given the following sentence: "``
d078.s038.t004	0) a human beingQuestion: given the following sentence: "The new policy is expected to increase the number of
d078.s038.t005	0) termination of a business operation by using its assets to discharge its liabilitiesQuestion: given the following sentence: "
d078.s038.t006	0) get something; come into possession of.  Final Answer: The final answer is 0. I hope it
d078.s038.t007	0) a written order directing a bank to pay money.
d078.s038.t008	0) an adequate quantity; a quantity that is large enough to achieve a purpose.
d078.s038.t009	4) make free from confusion or ambiguity; make clear.
d078.s038.t010	1) money or goods or services owed by one person to another.  #  #  #  #  #
d121.s159.t000	0) narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried
d121.s159.t001	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d121.s159.t002	0) in or at that place.
d121.s159.t003	8) the particular portion of space occupied by something.
d121.s159.t004	0) the solid part of the earth's surface.
d121.s159.t005	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d121.s159.t006	0) to a degree exceeding normal or proper limitsQuestion: given the following sentence: "The main road, a
d121.s159.t007	2) of a slope; set at a high angle.
d121.s159.t008	0) female of domestic cattle.
d121.s159.t009	2) cause to move; cause to be in a certain position or condition.
d101.s030.t000	1) have an emotional or cognitive impact upon.
d101.s030.t001	3) a small but noticeable trace of some quality that might become stronger.
d101.s030.t002	0) now and then or here and there.
d101.s030.t003	0) (physics) electromagnetic radiation that can produce a visual sensation.
d101.s030.t004	0) give rise to; cause to happen or occur, not always intentionally.  (Note: the word "ca
d101.s030.t005	0) quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of
d101.s030.t006	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d101.s030.t007	0) dismiss from the mind; stop remembering.
d034.s071.t000	0) change location; move, travel, or proceed, also metaphorically.
d034.s071.t001	0) on a floor below.
d034.s071.t002	0) get something; come into possession ofQuestion: given the following sentence: "`` It is a curious fact
d034.s071.t003	2) having curiosity aroused; eagerly interested in learning more.
d034.s071.t004	5) an unpleasant or disappointing surprise.
d034.s071.t005	0) a human beingQuestion: given the following sentence: "The new employee was told to report to the personnel
d034.s071.t006	3) move with a flapping motion. Question: given the following sentence: "The sound of bells is a
d034.s071.t007	0) a room used for dining.
d034.s071.t008	0) made or produced in the home or by yourself.  |  |  |  |  |  |
d034.s071.t009	0) a human being.  |  |  |  |  |  |  |  |  |
d034.s071.t010	4) address a question to and expect an answer from.
d034.s071.t011	3) go or come after and bring or take back.
d034.s071.t012	0) a beverage consisting of an infusion of ground coffee beans.
d034.s071.t013	0) an area within a building enclosed by walls and floor and ceiling.
d034.s071.t014	0) a human being.
d034.s071.t015	8) state as one's opinion or judgement; declare. Question: given the following sentence: "The new policy
pick.n.07_example.0	5) a thin sharp implement used for removing unwanted material. Question: given the following sentence: "The sound of
d154.s022.t000	0) a particular point in time.
d154.s022.t001	0) a human beingQuestion: given the following sentence: "`` The sound of bells is a net to draw
d154.s022.t002	0) preceding all others in time or space or degree.
d154.s022.t003	3) traverse or cover by walking. 7) walk at a pace. 9) take a walk; go
d154.s022.t004	3) the organized work of a religious missionary.
d154.s022.t005	1) make a request or demand for something to somebody. Question: given the following sentence: "The smell of
d154.s022.t006	1) a specific piece of work required to be done as a duty or for a specific fee.
d154.s022.t007	1) a specific piece of work required to be done as a duty or for a specific fee.
d154.s022.t008	0) an attribute that must be met or complied with and that fits a person for something.
d154.s022.t009	0) with neatness.
d154.s022.t010	1) communicate or express by writing. Question: given the following sentence: "The new policy is not going to
d154.s022.t011	0) paper used for writing or printing.
d154.s022.t012	0) sharply exact or accurate or delimited.  #### Information##### Views()##### Page Views()##### URLShare
d154.s022.t013	2) something written by hand.
d154.s022.t014	0) have the quality of being; (copula, used with an adjective or a predicate noun).
d154.s022.t015	0) completely prepared or in condition for immediate action or use or progress. Question: given the following sentence: "
d154.s022.t016	0) enter or assume a certain state or condition.
d154.s022.t017	0) a religious person who believes Jesus is the Christ and who is a member of a Christian denomination.  |
semeval2013.d009.s020.t000	6) an attitude of admiration or esteem.
semeval2013.d009.s020.t002	3) a rightful concern or responsibility. Question: given the following sentence: "The new policy is expected to have
semeval2013.d009.s020.t003	0) an assembly (including one or more judges) to conduct judicial business. Question: given the following sentence:
semeval2013.d009.s020.t004	0) any number of entities (members) considered as a unitQuestion: given the following sentence: "The new
d045.s051.t000	3) continue in a place, position, or situation.
d045.s051.t001	0) characterized by an absence or near absence of agitation or activity.
d045.s051.t002	8) hold on tightly or tenaciously.
d045.s051.t003	0) negation of a word or group of words.
d045.s051.t004	5) speak, pronounce, or utter in a certain way.  (Note: the definition 5 is the most
d045.s051.t005	5) speak, pronounce, or utter in a certain way.
d045.s051.t006	0) negation of a word or group of words.
d045.s051.t007	2) pay close attention to; give heed to. Question: given the following sentence: "The city's main
d045.s051.t008	0) indicating exactness or preciseness.
d045.s051.t009	1) to some (great or small) extent.
d045.s051.t010	0) undergo an emotional sensation or be in a particular state of mind.
d064.s020.t000	0) discover or determine the existence, presence, or fact of.
d064.s020.t001	0) repeatedly.
d064.s020.t002	0) have the quality of being; (copula, used with an adjective or a predicate noun). Question:
d064.s020.t003	1) the act of combining into an integral whole.
d064.s020.t004	1) the act of combining into an integral whole. Question: given the following sentence: "The company is currently
d064.s020.t005	1) have a beginning, in a temporal, spatial, or evaluative sense.
d064.s020.t006	0) existing only in the mind; separated from embodiment.
d064.s020.t007	0) the act of working out the form of something (as by making a sketch or outline or plan).
d064.s020.t008	0) in a gradual manner.
d064.s020.t009	0) take on a certain form, attribute, or aspect. Question: given the following sentence: "The new
d064.s020.t010	0) easily perceived; easy to become aware of.
d064.s020.t011	5) the spatial arrangement of something as distinct from its substance. Question: given the following sentence: "`` I
d064.s020.t012	7) the appearance of objects (or light sources) described in terms of a person's perception of their hue and light
d064.s020.t013	2) a decorative or artistic work.
d064.s020.t014	1) give certain properties to something.
