d058.s043.t000	shelter.n.h.01
d051.s039.t009	shell.n.h.01Explanation: The target word "shells" in the given sentence
d051.s039.t010	carefully.r.h.01
d051.s039.t011	detach.v.h.01
d051.s039.t012	hooked.a.h.01
d051.s039.t013	claw.n.h.01
d051.s039.t014	bark.n.h.02
d051.s039.t015	hang.v.h.01
d051.s039.t016	stable.v.h.01
d051.s039.t017	weird.a.h.01
d051.s039.t018	herd.n.h.01
d051.s039.t019	angle.n.h.02
d051.s039.t020	high.a.h.01 (being at or having a relatively great or specific elevation or upward extension)
d051.s039.t021	root.n.h.01
d051.s039.t022	canary_whitewood.n.h.01
d051.s039.t023	grass.n.h.02.
d051.s039.t024	grow.v.h.01
d051.s039.t025	dense.a.h.02: ['having high degree or amount; intense, thick, or crowded; not
d051.s039.t026	shade.n.h.01
d093.s009.t000	dot.n.h.03
d093.s009.t001	appear.v.h.01Explanation: The homonym cluster "appear.v.h
d093.s009.t002	close.a.h.01: ['at or within a short distance in space or time']
d093.s009.t003	end.n.h.01: ['the point in time at which something ends', 'the concluding parts of
d093.s009.t004	thwartwise.a.h.01
d093.s009.t005	line.n.h.02 : ['a mark that is long relative to its width', 'a length (stra
d093.s009.t006	moderate.a.h.01
d093.s009.t007	rating.n.h.01
d093.s009.t008	further.r.h.01
d093.s009.t009	classify.v.h.01
d093.s009.t010	position.n.h.01
d093.s009.t011	dot.n.h.03
d093.s009.t012	vertical.a.h.01
d093.s009.t013	marking.n.h.03: ['evaluation of performance by assigning a grade or score']
d093.s009.t014	denote.v.h.01
d093.s009.t015	mean.a.h.02
d093.s009.t016	age.n.h.01
d140.s061.t000	The corresponding homonym key for the semantics of the word "stayed" in the given sentence is stay.
d140.s061.t001	ain.a.h.01
d140.s061.t002	world.n.h.05: ['the concerns of this life as distinguished from heaven and the afterlife']
d140.s061.t003	bluff.n.h.01 : ['pretense that your position is stronger than it really is', 'the
d140.s061.t004	wait.v.h.01
d140.s061.t005	letter.n.h.01
d140.s061.t006	peddler.n.h.01
d140.s061.t007	bring.v.h.01
d140.s061.t008	news.n.h.01
d087.s116.t000	tell.v.h.01
d087.s116.t001	be.v.h.01: ['be', 'form or compose', 'happen, occur, take
d087.s116.t002	order.n.h.01
d087.s116.t003	group.n.h.01 (military organization)
d087.s116.t004	get.v.h.01: ['cause to move; cause to be in a certain position or condition',
d087.s116.t005	inside.r.h.01
d087.s116.t006	location.n.h.01
d087.s116.t007	so.r.h.01: ['subsequently or soon afterward (often used as sentence connectors)', '
d087.s116.t008	report.n.h.01
d087.s116.t009	government.n.h.01.Explanation: "Government in exile" refers to
d087.s116.t010	british_capital.n.h.01
d005.s007.t000	city_manager.n.h.01
d005.s007.t001	town.n.h.01
d005.s007.t002	teach.v.h.01
d005.s007.t003	english.n.h.01
d005.s007.t004	french.n.h.01
d092.s055.t000	information.n.h.01
d092.s055.t001	contact.v.h.01
d092.s055.t002	office.n.h.01
d092.s055.t003	atlanta.n.h.01
d092.s055.t004	georgia.n.h.01
d092.s055.t005	bean_town.n.h.01
d092.s055.t006	massachusetts.g.02 : ['a commonwealth in the northeastern United States']
d092.s055.t007	chicago.n.h.01.
d092.s055.t008	il.n.h.01
d092.s055.t009	cleveland.n.h.01.
d092.s055.t010	buckeye_state.n.h.01
d092.s055.t011	dallas.n.h.01
d092.s055.t012	lone-star_state.n.h.01
d092.s055.t013	capital_of_colorado.n.h.01
d092.s055.t014	colorado.n.h.03
d092.s055.t015	detroit.n.h.01
d092.s055.t016	great_lakes_state.n.h.01
d092.s055.t017	kansas_city.n.h.01
d092.s055.t018	missouri.n.h.01.
d092.s055.t019	city_of_the_angels.n.h.01
d092.s055.t020	ca.n.h.05
d092.s055.t021	minneapolis.n.h.01
d092.s055.t022	gopher_state.n.h.01
d092.s055.t023	greater_new_york.n.h.01
d092.s055.t024	greater_new_york.n.h.01
d092.s055.t025	city_of_brotherly_love.n.h.01
d092.s055.t026	pennsylvania.n.h.01
d092.s055.t027	capital_of_virginia.n.h.01
d092.s055.t028	virginia.n.h.01.
d092.s055.t029	san_francisco.n.h.01
d092.s055.t030	ca.n.h.05
d092.s055.t031	seattle.n.h.01
d092.s055.t032	evergreen_state.n.h.01
d062.s059.t000	organise.v.h.01
d062.s059.t001	gigantic.a.h.01
d062.s059.t002	exhibition.n.h.01
d062.s059.t003	span.v.h.01
d062.s059.t004	paint.v.h.01
d062.s059.t005	day.n.h.02
d062.s059.t006	extreme.a.h.01
d062.s059.t007	abstract_expressionism.n.h.01
d062.s059.t008	extreme.a.h.01
d062.s059.t009	and_so.r.h.01
d062.s059.t010	able.a.h.01
d062.s059.t011	see.v.h.01: ['see or watch', 'find out, learn, or determine with certainty
d062.s059.t012	coup\_d'oeil.n.h.01
d062.s059.t013	much.n.h.01
d062.s059.t014	artist.n.h.01
d062.s059.t015	have.v.h.08: ['organize or be responsible for']
d062.s059.t016	in_common.r.h.01
d093.s041.t000	length.n.h.01
d093.s041.t001	arrow.n.h.02
d093.s041.t002	indicate.v.h.01
d093.s041.t003	amount.n.h.01
d093.s041.t004	slowing.n.h.01
d093.s041.t005	acceleration.n.h.01
d093.s041.t006	onset.n.h.01
d093.s041.t007	month.n.h.01
d093.s041.t008	read.v.h.01
d093.s041.t009	roughly.r.h.01
d093.s041.t010	refer.v.h.01
d093.s041.t011	arrow.n.h.02
d093.s041.t012	age.n.h.01
d093.s041.t013	The correct answer is: scale.n.h.03.
d093.s041.t014	base.n.h.01.
d093.s041.t015	each.a.h.01
d093.s041.t016	figure.n.h.02, figure.n.h.03, figure.n.h.0
d093.s041.t017	more.r.h.01
d093.s041.t018	exactly.r.h.01
d093.s041.t019	refer.v.h.01
d093.s041.t020	original.a.h.01
d093.s041.t021	data.n.h.01
d093.s041.t022	appropriate.a.h.01
d093.s041.t023	table.n.h.01
d272.s080.t000	agree.v.h.01
d272.s080.t001	rest.v.h.02
d272.s080.t002	remain.v.h.01
d062.s102.t000	be.v.h.01: ['happen, occur, take place']
d062.s102.t001	awkward.a.h.01
d062.s102.t002	hour.n.h.01
d062.s102.t003	clock\_in.v.h.01
d062.s102.t004	time\_clock.n.h.01
d062.s102.t005	only.r.h.01
d062.s102.t006	mean.v.h.01.Explanation: In the given context, the word "meant
d062.s102.t007	sometimes.r.h.01
d062.s102.t008	stay.v.h.01.
d062.s102.t009	a\_couple\_of.a.h.01
d062.s102.t010	hour.n.h.01
d062.s102.t011	later.r.h.01
d062.s102.t012	drafting_board.n.h.01
d062.s102.t013	finish_up.v.h.01
d062.s102.t014	job.n.h.02.
d160.s015.t000	contrast.n.h.01
d160.s015.t001	metal.n.h.01
d160.s015.t002	coupon.n.h.01 (test sample)
d160.s015.t003	size.n.h.01
d160.s015.t004	have.v.h.01: ['have or possess', 'get something; come into possession of']
d160.s015.t005	magnitude.n.h.01
d160.s015.t006	100000.n.h.02 : ['one hundred thousand']
d160.s015.t007	less.a.h.01
d090.s030.t000	case.n.h.01
d090.s030.t001	married_woman.n.h.01
d090.s030.t002	have.v.h.01: ['have ownership or possession of', 'have a personal or business relationship with someone
d090.s030.t003	extreme.a.h.01
d090.s030.t004	view.n.h.05: ['a personal belief or judgment that is not founded on proof or certainty',
d090.s030.t005	integration.n.h.01
d090.s030.t006	be.v.h.01
d090.s030.t007	given.a.h.01
d090.s030.t008	emotional.a.h.01
d090.s030.t009	outburst.n.h.01
d090.s030.t010	situation.n.h.01
d090.s030.t011	ruin.v.h.01
d090.s030.t012	one.a.h.01
d090.s030.t013	2.a.h.01
d090.s030.t014	friendly_relationship.n.h.01
d090.s030.t015	come_close.v.h.01
d090.s030.t016	The corresponding homonym key for the target word "wrecking" in the given context is:bust_
d090.s030.t017	several.a.h.01
d090.s030.t018	more.a.h.01 : ["(comparative of `many' used with count nouns) quant
d041.s051.t000	be.v.h.01: ['happen, occur, take place', 'have existence, be extant
d041.s051.t001	only.r.h.01
d041.s051.t002	15.a.h.02 : ['fifteen minutes']
d041.s051.t003	minute.n.h.01
d041.s051.t004	flight.n.h.02
d041.s051.t005	be.v.h.01: ['happen, occur, take place', 'have existence, be extant
d041.s051.t006	through.a.h.01
d041.s051.t007	person.n.h.01.
d041.s051.t008	feel.v.h.01
d041.s051.t009	develop.v.h.01: ['come into existence; take on form or shape', 'come into being',
d041.s051.t010	case.n.h.01
d041.s051.t011	claustrophobia.n.h.01
d181.s073.t000	appear.v.h.01 : ['seem to be true, probable, or apparent']
d181.s073.t001	be.v.h.01 : ['happen, occur, take place']
d181.s073.t002	difference.n.h.01
d181.s073.t003	distribution.n.h.01
d181.s073.t004	activity.n.h.01
d181.s073.t005	group.n.h.01
d181.s073.t006	blood_serum.n.h.01
d181.s073.t007	2.a.h.01
d181.s073.t008	group.n.h.01
d181.s073.t009	donor.n.h.01
d181.s073.t010	person.n.h.01
d181.s073.t011	only.r.h.01
d181.s073.t012	one.a.h.01
d181.s073.t013	type.n.h.01
d181.s073.t014	The target word "agglutinin" belongs to the homonym cluster agglutinin.n.h
d181.s073.t015	find.v.h.01 : ['discover or determine the existence, presence, or fact of','make
d181.s073.t016	region.n.h.01
d181.s073.t017	low.a.h.01
d181.s073.t018	anionic.n.h.02 : ['having a negative charge or bearing a negatively charged ion']
d181.s073.t019	bind.v.h.01 : ['form a chemical bond with']
d181.s073.t020	capacity.n.h.01 : ['the amount that can be contained', 'the maximum production possible']
d181.s073.t021	fig.n.h.03
nota_bene.n.01_example.0	n.b.
d331.s093.t000	make.v.h.01
d331.s093.t001	seals.v.h.01.
d150.s080.t000	thus.r.h.01
d150.s080.t001	torn.a.h.01
d150.s080.t002	desire.n.h.01
d150.s080.t003	be.v.h.01: ['happen, occur, take place']
d150.s080.t004	known.a.h.02 : ['recognized, famous, established']
d150.s080.t005	composer.n.h.01
d150.s080.t006	successful.a.h.01
d150.s080.t007	opera.n.h.01
d150.s080.t008	necessity.n.h.01
d150.s080.t009	remain.v.h.01
d150.s080.t010	true.a.h.01
d150.s080.t011	announced.a.h.01
d150.s080.t012	desire.n.h.01
d150.s080.t013	anonymity.n.h.01
d150.s080.t014	jean-jacques_rousseau.n.h.01
d150.s080.t015	suffer.v.h.01
d150.s080.t016	several.a.h.01
d150.s080.t017	painful.a.h.01
d150.s080.t018	week.n.h.01
d080.s026.t000	receiver.n.h.02.
d080.s026.t001	trustee.n.h.01
d080.s026.t002	partnership.n.h.01
d080.s026.t003	corporation.n.h.01
d080.s026.t004	duly.r.h.01
d080.s026.t005	appoint.v.h.01
d080.s026.t006	court.n.h.01
d080.s026.t007	competent.a.h.01
d080.s026.t008	jurisdiction.n.h.02.
d080.s026.t009	u.s..n.h.01
d080.s026.t010	non.r.h.01.
d080.s026.t011	discharge.v.h.01: ['free from obligations or duties']
d080.s026.t012	prior.a.h.01
d080.s026.t013	date.n.h.03 : ['a particular day specified as the time something happens']
d080.s026.t014	payment.n.h.01
d080.s026.t015	payment.n.h.01
d080.s026.t016	make.v.h.01 : ['make or cause to be or to become', 'create or manufacture a
d080.s026.t017	receiver.n.h.02.
d080.s026.t018	trustee.n.h.01
d080.s026.t019	The corresponding homonym key for the semantics of the target word "accordance" in the given sentence is:
d080.s026.t020	order.n.h.07 : ['a legally binding command or decision entered on the court record (as if issued
d080.s026.t021	court.n.h.01
d066.s075.t000	prevent.v.h.01
d066.s075.t001	manager.n.h.01
d066.s075.t002	deliberately.r.h.01
d066.s075.t003	control.v.h.01
d066.s075.t004	only.r.h.01: ['without any others being included or involved']
d066.s075.t005	session.n.h.01
d066.s075.t006	be.v.h.01 : ['happen, occur, take place']
d066.s075.t007	rather.r.h.01: ['to some extent']
d066.s075.t008	lengthy.a.h.01
d066.s075.t009	20.a.h.01
d066.s075.t010	minute.n.h.01
d066.s075.t011	situation.n.h.01
d066.s075.t012	imperfectly.r.h.01
d066.s075.t013	describe.v.h.01
d066.s075.t014	manager.n.h.01
d066.s075.t015	so.r.h.01: ['subsequently or soon afterward (often used as sentence connectors)', '
d066.s075.t016	non.r.h.01.
d066.s075.t017	know.v.h.01: ['be cognizant or aware of a fact or a specific piece of information
d066.s075.t018	expect.v.h.01
d066.s075.t019	new.a.h.01
d066.s075.t020	antagonist.n.h.01
d066.s075.t021	bring.v.h.01.
d066.s075.t022	scene.n.h.01
d066.s075.t023	unexpectedly.r.h.01
d066.s075.t024	antagonist.n.h.01
d066.s075.t025	The corresponding homonym key for the word "instructed" in the given context is: instruct.v.h.
d066.s075.t026	deliberately.r.h.01
d066.s075.t027	behave.v.h.01
d066.s075.t028	way.n.h.05 : ['a course of conduct']
d066.s075.t029	upset.v.h.01
d066.s075.t030	manager.n.h.01
d066.s075.t031	get.v.h.08: 'cause to do; cause to act in a specified manner', 'ach
d066.s075.t032	operate.v.h.01
d066.s075.t033	manner.n.h.01
d066.s075.t034	antecedently.r.h.01
d066.s075.t035	criticise.v.h.01
d112.s001.t000	emphasis.n.h.01
d112.s001.t001	nationalism.n.h.02
d112.s001.t002	america.n.h.01
d112.s001.t003	be.v.h.01
d112.s001.t004	growth.n.h.01
d112.s001.t005	american.a.h.01
d112.s001.t006	influence.n.h.01
d112.s001.t007	world.n.h.01.Explanation: The word "world" in the given sentence refers
d003.s022.t000	19th.a.h.01
d003.s022.t001	century.n.h.01
d003.s022.t002	view.n.h.05 : ['personal belief or judgment that is not founded on proof or certainty', '
d003.s022.t003	protest.v.h.01
d003.s022.t004	virtually.r.h.01
d003.s022.t005	latin_american.n.h.01
d003.s022.t006	writer.n.h.01
d003.s022.t007	ineffectively.r.h.01
d003.s022.t008	just.r.h.01
d003.s022.t009	new.a.h.01
d003.s022.t010	nation.n.h.01
d003.s022.t011	africa.n.h.01
d003.s022.t012	asia.n.h.01
d003.s022.t013	protest.v.h.01
d003.s022.t014	more.a.h.01 : ["(comparative of `many' used with count nouns) quant
d003.s022.t015	effect.n.h.01Explanation: In the given sentence, the word "effect" refers
d003.s022.t016	today.n.h.01
d180.s038.t000	know.v.h.01: ['be cognizant or aware of a fact or a specific piece of information
d180.s038.t001	inborn_reflex.n.h.01
d180.s038.t002	be.v.h.01 : ['have existence', 'happen', 'be identical or equivalent to']
d180.s038.t003	gone.a.h.01
d180.s038.t004	non.r.h.01
d180.s038.t005	be.v.h.01: ['have an existence, be extant', 'happen, occur, take
d180.s038.t006	25th.a.h.01
d180.s038.t007	man.n.h.01
d180.s038.t008	ball_club.n.h.01
tap.v.06_example.0	tap.v.h.02.
d141.s113.t000	hang_in.v.h.02 : ['be suspended, hang, remain']
d141.s113.t001	day.n.h.02.
d141.s113.t002	apparel.n.h.01
d141.s113.t003	sweet.a.h.01
d141.s113.t004	strong.a.h.01
d141.s113.t005	sometimes.r.h.01
d141.s113.t006	press.v.h.01 : ['squeeze or press together', 'create by pressing']
d141.s113.t007	person.n.h.01
d141.s113.t008	raise.v.h.01 : ['raise from a lower to a higher position','move upwards', '
d141.s113.t009	dress.n.h.01
d141.s113.t010	face.n.h.01
d283.s085.t000	be.v.h.01: ['happen, occur, take place']
d283.s085.t001	be.v.h.01 : ['occupy a certain position or area; be somewhere', 'happen,
d283.s085.t002	cast.v.h.01.
hallway.n.01_example.0	hall.n.h.02.
d251.s008.t000	bank.v.h.01.
d251.s008.t001	dig.v.h.01 : ['thrust down or into', 'dig in']
d251.s008.t002	throw.v.h.01: ['move violently, energetically, or carelessly', 'cause to
set.n.01_example.0	set.n.h.01
d028.s021.t000	have.v.h.01
d028.s021.t001	pride.n.h.01
d028.s021.t002	come.v.h.01: ['happen as a result']
d028.s021.t003	self_acceptance.n.h.01
d028.s021.t004	humility.n.h.01
d028.s021.t005	maybe.r.h.01
d028.s021.t006	same.a.h.01
d028.s021.t007	genesis.n.h.02
d028.s021.t008	non.r.h.01.
d028.s021.t009	impose.v.h.01
d153.s061.t000	guest.n.h.01
d153.s061.t001	lock.v.h.01
d153.s061.t002	room.n.h.01
d153.s061.t003	pass.v.h.01: ['move past', 'transmit information', 'go unchallenged
d153.s061.t004	get.v.h.01 : ['reach a destination', 'acquire as a result of some effort or action
d153.s061.t005	person.n.h.01
d153.s061.t006	room.n.h.01
d153.s061.t007	unnoticed.a.h.01
d067.s094.t000	married_woman.n.h.01
d067.s094.t001	person.n.h.01.
d067.s094.t002	say.v.h.01
d067.s094.t003	become.v.h.01
d067.s094.t004	disgusted.a.h.01
d067.s094.t005	weak.a.h.01 : ['wanting in physical strength', 'lacking bodily or muscular strength
d067.s094.t006	hubby.n.h.01
d067.s094.t007	flurry.v.h.01
d067.s094.t008	series.n.h.01
d067.s094.t009	extramarital.a.h.01
d067.s094.t010	affair.n.h.02
d067.s094.t011	The semantics of the word "hope" in the given sentence can be described by the homonym key: hope
d067.s094.t012	make a discovery, make a new finding (find.v.h.01)
d067.s094.t013	strong.a.h.01
d067.s094.t014	man.n.h.01
d066.s028.t000	position.n.h.07: ['the relative position or standing of things or especially persons in a society', '
d066.s028.t001	receptionist.n.h.01
d066.s028.t002	open.v.h.01: ['make available', 'have an opening or passage or outlet']
d066.s028.t003	large.a.h.01
d066.s028.t004	office.n.h.01
d066.s028.t005	announcement.n.h.01
d066.s028.t006	other.a.h.01
d066.s028.t007	girl.n.h.01
d066.s028.t008	already.r.h.01
d066.s028.t009	work.v.h.01 : ['be employed']
d066.s028.t010	apply.v.h.01: ['ask (for something)']
d066.s028.t011	job.n.h.02
d066.s028.t012	have.v.h.01: ['have left', 'have ownership or possession of', 'get something; come
d066.s028.t013	high.a.h.01 : ['greater than normal in degree or intensity or amount','standing above others
d066.s028.t014	prestige.n.h.01
d066.s028.t015	slightly.r.h.01
d066.s028.t016	high.a.h.01 : ['greater than normal in degree or intensity or amount','standing above others
d066.s028.t017	pay.n.h.01
d066.s028.t018	typewriting.n.h.01
d066.s028.t019	bookkeeping.n.h.01
d066.s028.t020	position.n.h.07: ['the relative position or standing of things or especially persons in a society', '
d074.s017.t000	be.v.h.01
d074.s017.t001	old.a.h.01
d074.s017.t002	most.r.h.01
d074.s017.t003	experienced.a.h.01
d074.s017.t004	lot.n.h.01.Explanation: In the given context, the word "lot"
d129.s009.t000	4.a.h.01
d129.s009.t001	6.a.h.01
d129.s009.t002	anaconda.n.h.01
d129.s009.t003	amethystine_python.n.h.01
d129.s009.t004	include.v.h.01 : ['allow participation in or the right to be part of; permit to exercise the
d129.s009.t005	lack.n.h.01
d129.s009.t006	data.n.h.01
d129.s009.t007	be.v.h.01
d129.s009.t008	also.r.h.01
d129.s009.t009	correlation.n.h.01
d129.s009.t010	size.n.h.01
d129.s009.t011	maturity.n.h.01
d129.s009.t012	maximal.a.h.01
d129.s009.t013	length.n.h.01
d129.s009.t014	boa_constrictor.n.h.01
d129.s009.t015	be.v.h.01
d129.s009.t016	indian_python.n.h.01
d129.s009.t017	next.a.h.01
d129.s009.t018	size.n.h.01
d129.s009.t019	former.a.h.01
d129.s009.t020	stage.n.h.02: ['a specific identifiable position in a continuum or series or especially in a
chain.n.09_example.0	chain.n.h.02
d168.s026.t000	protein.n.h.01
d168.s026.t001	bound.a.h.02.
d168.s026.t002	iodine.n.h.01
d168.s026.t003	be.v.h.01 : ['happen, occur, take place']
d168.s026.t004	mg.n.h.03
d168.s026.t005	radioactive.a.h.01
d168.s026.t006	iodine.n.h.01
d168.s026.t007	uptake.n.h.01.Explanation: In the context of the given sentence,
d168.s026.t008	thyroid.n.h.01
d168.s026.t009	be.v.h.01 : ['happen, occur, take place']
d168.s026.t010	24.a.h.01
d168.s026.t011	hour.n.h.01
d168.s026.t012	conversion.n.h.01: ['an event that results in a transformation', 'act of changing from one use
d168.s026.t013	ratio.n.h.01
d168.s026.t014	12.b.n.01 : ['twelve', 'a number']Explanation:
d001.s106.t000	attorney.n.h.01
d001.s106.t001	know.v.h.01: ['be familiar or acquainted with a person']
d001.s106.t002	very.r.h.01
d001.s106.t003	well.r.h.01 : ["in a good or proper or satisfactory manner or to a high standard",
d001.s106.t004	see.v.h.01: ['perceive or become aware of', 'go to see for a social visit
d001.s106.t005	at_times.r.h.01
d001.s106.t006	dinner_party.n.h.01
d001.s106.t007	person.n.h.01
d001.s106.t008	person.n.h.01
d001.s106.t009	reflect.v.h.02 : ['reflect deeply on a subject']
d001.s106.t010	be.v.h.01
d001.s106.t011	extra.a.h.01
d001.s106.t012	man.n.h.01
d001.s106.t013	so.r.h.01: ['in such a condition or manner, especially as expressed or implied', 'to
d001.s106.t014	prize.v.h.01
d001.s106.t015	hostess.n.h.01
d001.s106.t016	find.v.h.01: ['discover or determine the existence, presence, or fact of','make
d001.s106.t017	easy.a.h.01
d001.s106.t018	enough.r.h.01
d001.s106.t019	talk.v.h.01
d094.s048.t000	randomisation.n.h.01
d094.s048.t001	be.v.h.01
d094.s048.t002	more.r.h.01
d094.s048.t003	likely.a.h.01
d094.s048.t004	ordered.a.h.01
d094.s048.t005	position.n.h.01: ['the spatial property of a place where or way in which something is situated',
d094.s048.t006	hydrogen\_atom.n.h.01
d094.s048.t007	well.r.h.01: ["indicating high probability; in all likelihood"]
d094.s048.t008	separated.a.h.01
