d058.s043.t000	shelter.n.h.01.
d016.s018.t021	public_lecture.n.h.01.
blaze.n.05_example.0	blaze.n.h.02.
d015.s051.t000	small.a.h.01.
d015.s051.t001	pressure.n.h.01.
d015.s051.t002	unbalance.n.h.01.
d015.s051.t003	displace.v.h.01.
d015.s051.t004	diaphragm.n.h.02.
d015.s051.t005	change.v.h.01.
d015.s051.t006	capacitance.n.h.01.
d015.s051.t007	diaphragm.n.h.02.
d015.s051.t008	electrically.r.h.01.
d015.s051.t009	insulate.v.h.01.
d015.s051.t010	plate.n.h.01.
d015.s051.t011	space.v.h.01.
d015.s051.t012	in.n.h.01.
d015.s051.t013	apart.r.h.01.
trump.n.02_example.0	trump.n.h.01.
d053.s072.t000	information.n.h.01.
d053.s072.t001	page.n.h.02.
d053.s072.t002	8.a.h.01.
d053.s072.t003	14.a.h.01.
d053.s072.t004	help.v.h.01.
d053.s072.t005	decide.v.h.01.
d053.s072.t006	kind.n.h.01.
d053.s072.t007	scale.n.h.03.
d053.s072.t008	farming.n.h.01.
d053.s072.t009	venture.n.h.01.
d052.s043.t000	be.v.h.01.
d052.s043.t001	comment.n.h.01.
d052.s043.t002	conventional.a.h.01.
d052.s043.t003	pattern.n.h.01.
d052.s043.t004	more.r.h.01.
d052.s043.t005	violently.r.h.01.
d052.s043.t006	other.a.h.01.
d052.s043.t007	regard.n.h.01.
d052.s043.t008	treatment.n.h.01.
d052.s043.t009	book.n.h.01.
d052.s043.t010	be.v.h.01.
d052.s043.t011	far.r.h.01.
d052.s043.t012	even.r.h.01.
d052.s043.t013	genial.a.h.01.
d052.s043.t014	irony.n.h.01.
d052.s043.t015	person.n.h.01.
d052.s043.t016	be.v.h.01.
d052.s043.t017	important.a.h.01.
d052.s043.t018	novelist.n.h.01.
d052.s043.t019	challenge.v.h.01.
d052.s043.t020	conventional.a.h.01.
d052.s043.t021	picture.n.h.01.
d052.s043.t022	planter.n.h.01.
d052.s043.t023	society.n.h.01.
d112.s068.t000	every.a.h.01.
d112.s068.t001	writer.n.h.01.
d112.s068.t002	deal.v.h.01.
d112.s068.t003	special.a.h.01.
d112.s068.t004	case.n.h.01.
d112.s068.t005	interested.a.h.01.
d112.s068.t006	student.n.h.01.
d112.s068.t007	want.v.h.01.
d112.s068.t008	ask.v.h.01.
d112.s068.t009	number.n.h.01.
d112.s068.t010	question.n.h.01.
d078.s038.t000	year.n.h.01.
d078.s038.t001	later.r.h.01.
d078.s038.t002	bank.n.h.02.
d078.s038.t003	handle.v.h.01.
d078.s038.t004	person.n.h.01.
d078.s038.t005	liquidation.n.h.01.
d078.s038.t006	receive.v.h.01.
d078.s038.t007	check.n.h.01.
d078.s038.t008	enough.n.h.01.
d078.s038.t009	clear_up.v.h.01.
d078.s038.t010	debt.n.h.01.
d121.s159.t000	grass.n.h.02.
d121.s159.t001	be.v.h.01.
d121.s159.t002	there.r.h.01.
d121.s159.t003	place.n.h.01.
d121.s159.t004	ground.n.h.01.
d121.s159.t005	be.v.h.01.
d121.s159.t006	too.r.h.01.
d121.s159.t007	steep.a.h.01.
d121.s159.t008	cow.n.h.01.
d121.s159.t009	get.v.h.01.
d101.s030.t000	strike.v.h.01.
d101.s030.t001	spark.n.h.02.
d101.s030.t002	at_times.r.h.01.
d101.s030.t003	light.n.h.01.
d101.s030.t004	cause.v.h.01.
d101.s030.t005	all.a.h.01.
d101.s030.t006	be.v.h.01.
d101.s030.t007	forget.v.h.01.
d034.s071.t000	go.v.h.01.
d034.s071.t001	down_the_stairs.r.h.01.
d034.s071.t002	receive.v.h.01.
d034.s071.t003	curious.a.h.01.
d034.s071.t004	shock.n.h.01.
d034.s071.t005	person.n.h.01.
d034.s071.t006	flap.v.h.01.
d034.s071.t007	dining-room.n.h.01.
d034.s071.t008	homemade.a.h.01.
d034.s071.t009	person.n.h.01.
d034.s071.t010	ask.v.h.01.
d034.s071.t011	bring.v.h.01.
d034.s071.t012	coffee.n.h.01.
d034.s071.t013	room.n.h.01.
d034.s071.t014	person.n.h.01.
d034.s071.t015	say.v.h.01.
pick.n.07_example.0	pick.n.h.02.
d154.s022.t000	moment.n.h.01.
d154.s022.t001	person.n.h.01.
d154.s022.t002	first.a.h.01.
d154.s022.t003	walk.v.h.01.
d154.s022.t004	mission.n.h.01.
d154.s022.t005	ask.v.h.01.
d154.s022.t006	job.n.h.02.
d154.s022.t007	job.n.h.02.
d154.s022.t008	qualification.n.h.01.
d154.s022.t009	neatly.r.h.01.
d154.s022.t010	write.v.h.01.
d154.s022.t011	piece_of_paper.n.h.01.
d154.s022.t012	precise.a.h.01.
d154.s022.t013	hand.n.h.01.
d154.s022.t014	be.v.h.01.
d154.s022.t015	ready.a.h.01.
d154.s022.t016	become.v.h.01.
d154.s022.t017	christian.n.h.02.
semeval2013.d009.s020.t000	regard.n.h.01.
semeval2013.d009.s020.t002	business.n.h.01.
semeval2013.d009.s020.t003	court.n.h.01.
semeval2013.d009.s020.t004	group.n.h.01.
d045.s051.t000	stay.v.h.01.
d045.s051.t001	quiet.a.h.01.
d045.s051.t002	hang.v.h.01.
d045.s051.t003	non.r.h.01.
d045.s051.t004	say.v.h.01.
d045.s051.t005	say.v.h.01.
d045.s051.t006	non.r.h.01.
d045.s051.t007	listen.v.h.01.
d045.s051.t008	exactly.r.h.01.
d045.s051.t009	rather.r.h.01.
d045.s051.t010	feel.v.h.01.
d064.s020.t000	observe.v.h.01.
d064.s020.t001	again_and_again.r.h.01.
d064.s020.t002	be.v.h.01.
d064.s020.t003	integration.n.h.01.
d064.s020.t004	integration.n.h.01.
d064.s020.t005	begin.v.h.01.
d064.s020.t006	abstract.a.h.01.
d064.s020.t007	design.n.h.01.
d064.s020.t008	gradually.r.h.01.
d064.s020.t009	take_on.v.h.01.
d064.s020.t010	recognizable.a.h.01.
d064.s020.t011	form.n.h.01.
d064.s020.t012	color.n.h.01.
d064.s020.t013	pattern.n.h.01.
d064.s020.t014	make.v.h.01.
d064.s020.t015	weave.v.h.01.
d064.s020.t016	whole.a.h.01.
d064.s020.t017	composition.n.h.01.
d064.s020.t018	overall.a.h.01.
d064.s020.t019	amazing.a.h.01.
d064.s020.t020	control.n.h.01.
d064.s020.t021	large.a.h.01.
d064.s020.t022	wash.n.h.01.
d064.s020.t023	be.v.h.01.
d064.s020.t024	person.n.h.01.
d064.s020.t025	stylemark.n.h.01.
d160.s065.t000	related_to.a.h.01.
d160.s065.t001	micelle.n.h.01.
d160.s065.t002	formation.n.h.01.
d160.s065.t003	be.v.h.01.
d160.s065.t004	technologically.r.h.01.
d160.s065.t005	important.a.h.01.
d160.s065.t006	ability.n.h.01.
d160.s065.t007	detergent.n.h.01.
d160.s065.t008	active.n.h.01.
d160.s065.t009	congregate.v.h.01.
d160.s065.t010	oil-water_interface.n.h.01.
d160.s065.t011	manner.n.h.01.
d160.s065.t012	polar.a.h.01.
d160.s065.t013	ionised.a.h.01.
d160.s065.t014	end.n.h.01.
d160.s065.t015	molecule.n.h.01.
d160.s065.t016	direct.v.h.01.
d160.s065.t017	aqueous.a.h.01.
d160.s065.t018	phase.n.h.01.
d160.s065.t019	hydrocarbon.n.h.01.
d160.s065.t020	chain.n.h.02.
d160.s065.t021	oily.a.h.01.
d160.s065.t022	phase.n.h.01.
d156.s039.t000	conversation.n.h.01.
d156.s039.t001	man.n.h.01.
d156.s039.t002	be.v.h.01.
d156.s039.t003	able.a.h.01.
d156.s039.t004	recount.v.h.01.
d156.s039.t005	practically.r.h.01.
d156.s039.t006	say.v.h.01.
d156.s039.t007	non.r.h.01.
d156.s039.t008	describe.v.h.01.
d156.s039.t009	at_all.r.h.01.
d156.s039.t010	other.a.h.01.
d156.s039.t011	man.n.h.01.
d156.s039.t012	look_like.v.h.01.
d250.s005.t000	descend.v.h.01.
d250.s005.t001	be.v.h.01.
d250.s005.t002	sack.v.h.01.
d250.s005.t003	despoil.v.h.01.
d250.s005.t004	soak.v.h.01.
d176.s028.t000	group.n.h.01.
d176.s028.t001	corporation.n.h.01.
d176.s028.t002	first.r.h.01.
d176.s028.t003	list.v.h.01.
d176.s028.t004	chicago.n.h.01.
d176.s028.t005	date.n.h.01.
d176.s028.t006	dec.n.h.01.
conk.v.02_example.0	conk.v.h.02.
d068.s056.t000	way.n.h.01.
d068.s056.t001	crimson.a.h.01.
d068.s056.t002	rubbery.a.h.01.
d068.s056.t003	lip.n.h.01.
d068.s056.t004	stretch.v.h.01.
d068.s056.t005	pearly-white.a.h.01.
d068.s056.t006	little.a.h.01.
d068.s056.t007	tooth.n.h.01.
d068.s056.t008	only.r.h.01.
d068.s056.t009	have.v.h.01.
d068.s056.t010	joke.n.h.01.
d068.s056.t011	no.n.h.02.
d068.s056.t012	want.v.h.01.
d068.s056.t013	bend.v.h.01.
d068.s056.t014	down.r.h.01.
d068.s056.t015	roar.n.h.02.
d068.s056.t016	wind.n.h.01.
d068.s056.t017	so.r.h.01.
d068.s056.t018	roar.v.h.01.
d068.s056.t019	ear.n.h.01.
d090.s070.t000	be.v.h.01.
d090.s070.t001	case.n.h.01.
d090.s070.t002	modern.a.h.01.
d090.s070.t003	history.n.h.01.
d090.s070.t004	britannic.a.h.01.
d090.s070.t005	origin.n.h.01.
d090.s070.t006	submit.v.h.01.
d090.s070.t007	continued.a.h.01.
d090.s070.t008	struggle.n.h.01.
d090.s070.t009	deem.v.h.01.
d090.s070.t010	foreign.a.h.01.
d090.s070.t011	domination.n.h.01.
d078.s058.t000	person.n.h.01.
d078.s058.t001	take_up.v.h.01.
d078.s058.t002	residence.n.h.01.
d078.s058.t003	brooklyn.n.h.01.
d078.s058.t004	person.n.h.01.
d078.s058.t005	find.v.h.01.
d078.s058.t006	regular.a.h.01.
d078.s058.t007	job.n.h.02.
d078.s058.t008	wall_street.n.h.01.
d078.s058.t009	misplace.v.h.01.
d078.s058.t010	stock.n.h.01.
d078.s058.t011	bond.n.h.03.
d169.s081.t000	be.v.h.01.
d169.s081.t001	case.n.h.01.
d169.s081.t002	equal.a.h.01.
d169.s081.t003	usual.a.h.01.
d169.s081.t004	be.v.h.01.
d169.s081.t005	other.a.h.01.
d169.s081.t006	change.n.h.01.
d169.s081.t007	other.a.h.01.
d169.s081.t008	energy.n.h.01.
d169.s081.t009	involve.v.h.01.
d075.s004.t000	incident.n.h.01.
d075.s004.t001	become.v.h.01.
d075.s004.t002	more.r.h.01.
d075.s004.t003	sporadic.a.h.01.
d075.s004.t004	more.r.h.01.
d075.s004.t005	sharply.r.h.01.
d075.s004.t006	demarcate.v.h.01.
d075.s004.t007	behavior.n.h.01.
d075.s004.t008	particular.a.h.01.
d075.s004.t009	session.n.h.01.
d075.s004.t010	several.a.h.01.
d075.s004.t011	minute.n.h.01.
d075.s004.t012	behavior.n.h.01.
d075.s004.t013	as_usual.r.h.01.
d075.s004.t014	go_on.v.h.01.
d075.s004.t015	words.n.h.01.
d075.s004.t016	ask.v.h.01.
d075.s004.t017	eagerly.r.h.01.
d075.s004.t018	see.v.h.01.
d075.s004.t019	person.n.h.01.
d059.s033.t000	conclusion.n.h.01.
d059.s033.t001	base.v.h.01.
d059.s033.t002	2.a.h.01.
d059.s033.t003	proposition.n.h.01.
d059.s033.t004	man.n.h.01.
d059.s033.t005	use.n.h.01.
d059.s033.t006	reason.n.h.01.
d059.s033.t007	ascertain.v.h.01.
d059.s033.t008	god.n.h.01.
d059.s033.t009	purpose.n.h.01.
d059.s033.t010	universe.n.h.01.
d059.s033.t011	god.n.h.01.
d059.s033.t012	make.v.h.01.
d059.s033.t013	known.a.h.01.
d059.s033.t014	purpose.n.h.01.
d059.s033.t015	certain.a.h.01.
d059.s033.t016	physical.a.h.01.
d059.s033.t017	arrangement.n.h.01.
d010.s041.t000	expense.n.h.01.
d010.s041.t001	type.n.h.01.
d010.s041.t002	organisation.n.h.01.
d010.s041.t003	life.n.h.01.
d010.s041.t004	recall.v.h.01.
d010.s041.t005	number.n.h.01.
d010.s041.t006	city.n.h.01.
d010.s041.t007	church.n.h.01.
d010.s041.t008	deteriorate.v.h.01.
d010.s041.t009	repair.n.h.01.
d010.s041.t010	abandon.v.h.01.
d010.s041.t011	raise.v.h.01.
d010.s041.t012	fundamental.a.h.01.
d010.s041.t013	question.n.h.01.
d010.s041.t014	principle.n.h.01.
d010.s041.t015	protestant.a.h.01.
d010.s041.t016	survival.n.h.01.
d010.s041.t017	mobile.a.h.01.
d010.s041.t018	society.n.h.01.
d010.s041.t019	all_the_same.r.h.01.
d010.s041.t020	prevalence.n.h.01.
d010.s041.t021	economic.a.h.01.
d010.s041.t022	integration.n.h.01.
d010.s041.t023	congregation.n.h.01.
d010.s041.t024	illume.v.h.01.
d010.s041.t025	nature.n.h.01.
d010.s041.t026	protestant.a.h.01.
d010.s041.t027	development.n.h.01.
d107.s073.t000	old.a.h.01.
d107.s073.t001	scale.n.h.03.
d107.s073.t002	be.v.h.01.
d107.s073.t003	theoretical.a.h.01.
d107.s073.t004	estimate.n.h.01.
d107.s073.t005	conversion.n.h.01.
d107.s073.t006	efficiency.n.h.01.
d107.s073.t007	k.e..n.h.01.
d107.s073.t008	light.n.h.01.
d108.s034.t000	dad.n.h.01.
d108.s034.t001	pull.v.h.01.
d108.s034.t002	cover.n.h.01.
d182.s027.t000	brush.n.h.01.
d182.s027.t001	move.v.h.01.
d182.s027.t002	up_and_down.r.h.01.
d182.s027.t003	be.v.h.01.
d182.s027.t004	small.a.h.01.
d182.s027.t005	enough.r.h.01.
d182.s027.t006	clean.v.h.01.
d182.s027.t007	every.a.h.01.
d182.s027.t008	dental.a.h.01.
d182.s027.t009	surface.n.h.01.
d182.s027.t010	include.v.h.01.
d182.s027.t011	back.n.h.01.
d182.s027.t012	tooth.n.h.01.
d114.s040.t000	number.v.h.01.
d114.s040.t001	here.r.h.01.
d114.s040.t002	name.n.h.01.
d114.s040.t003	person.n.h.01.
d114.s040.t004	person.n.h.01.
d114.s040.t005	person.n.h.01.
d114.s040.t006	let_alone.r.h.01.
d114.s040.t007	group.n.h.01.
d114.s040.t008	person.n.h.01.
d114.s040.t009	brother.n.h.01.
d114.s040.t010	person.n.h.01.
d114.s040.t011	america.n.h.01.
d114.s040.t012	claim.v.h.01.
d038.s110.t000	person.n.h.01.
d038.s110.t001	be.v.h.01.
d038.s110.t002	car.n.h.01.
d038.s110.t003	curb.n.h.01.
d038.s110.t004	right.n.h.02.
d038.s110.t005	just.r.h.01.
d038.s110.t006	stand.v.h.01.
d038.s110.t007	morosely.r.h.01.
d038.s110.t008	even.r.h.01.
d038.s110.t009	look.v.h.01.
d038.s110.t010	up.r.h.01.
child.n.02_example.1	kid.n.h.01.
d087.s021.t000	be.v.h.01.
d087.s021.t001	person.n.h.01.
d087.s021.t002	express.v.h.01.
d087.s021.t003	pure.a.h.01.
d087.s021.t004	zionism.n.h.01.
d223.s067.t000	wish.v.h.01.
d223.s067.t001	show.v.h.01.
d223.s067.t002	be.v.h.01.
d223.s067.t003	stay.v.h.01.
d223.s067.t004	make.v.h.01.
d223.s067.t005	take_off.v.h.01.
d223.s067.t006	disregard.v.h.01.
d324.s010.t000	permit.v.h.01.
d324.s010.t001	repair.v.h.01.
d140.s058.t000	tend.v.h.02.
d140.s058.t001	new.a.h.01.
d140.s058.t002	colt.n.h.03.
d140.s058.t003	person.n.h.01.
d140.s058.t004	beget.v.h.01.
d008.s096.t000	man.n.h.01.
d008.s096.t001	shove.v.h.01.
d008.s096.t002	water.n.h.01.
d008.s096.t003	then.r.h.01.
d008.s096.t004	run.v.h.01.
d008.s096.t005	past.r.h.01.
d008.s096.t006	cabana.n.h.01.
d122.s058.t000	kitchen.n.h.01.
d122.s058.t001	ma.n.h.04.
d122.s058.t002	wipe.v.h.01.
d122.s058.t003	cupboard.n.h.01.
d048.s016.t000	purpose.n.h.01.
d048.s016.t001	provision.n.h.01.
d048.s016.t002	thus.r.h.01.
d048.s016.t003	explain.v.h.01.
d048.s016.t004	court.n.h.01.
d048.s016.t005	opinion.n.h.01.
d048.s016.t006	section.n.h.01.
d048.s016.t007	7.a.h.01.
d048.s016.t008	design.v.h.01.
d048.s016.t009	arrest.v.h.01.
d048.s016.t010	incipience.n.h.01.
d048.s016.t011	substantial.a.h.01.
d048.s016.t012	lessening.n.h.01.
d048.s016.t013	competition.n.h.01.
d048.s016.t014	acquisition.n.h.01.
d048.s016.t015	one.a.h.01.
d048.s016.t016	corporation.n.h.01.
d048.s016.t017	whole.n.h.01.
d048.s016.t018	part.n.h.01.
d048.s016.t019	stock.n.h.01.
d048.s016.t020	corporation.n.h.01.
d048.s016.t021	also.r.h.01.
d048.s016.t022	arrest.v.h.01.
d048.s016.t023	incipience.n.h.01.
d048.s016.t024	restraint.n.h.01.
d048.s016.t025	monopoly.n.h.01.
d048.s016.t026	relevant.a.h.01.
d048.s016.t027	market.n.h.01.
d048.s016.t028	reasonable.a.h.01.
d048.s016.t029	probability.n.h.01.
d048.s016.t030	appear.v.h.01.
d048.s016.t031	time.n.h.01.
d048.s016.t032	suit.n.h.01.
d048.s016.t033	likely.a.h.01.
d048.s016.t034	result.v.h.01.
d048.s016.t035	acquisition.n.h.01.
d048.s016.t036	one.a.h.01.
d048.s016.t037	corporation.n.h.01.
d048.s016.t038	part.n.h.01.
d048.s016.t039	stock.n.h.01.
d048.s016.t040	other.a.h.01.
d048.s016.t041	corporation.n.h.01.
d055.s033.t000	case.n.h.01.
d055.s033.t001	2.a.h.01.
d055.s033.t002	form.n.h.01.
d055.s033.t003	match.v.h.01.
d055.s033.t004	address.n.h.01.
d055.s033.t005	save.v.h.01.
d055.s033.t006	represent.v.h.01.
d055.s033.t007	occurrence.n.h.01.
d163.s031.t000	feel.v.h.01.
d163.s031.t001	amply.r.h.01.
d163.s031.t002	reward.v.h.01.
d163.s031.t003	suffering.n.h.01.
d163.s031.t004	evidence.n.h.01.
d163.s031.t005	person.n.h.01.
d163.s031.t006	quack.a.h.01.
d163.s031.t007	shennanigan.n.h.01.
d163.s031.t008	gather.v.h.01.
d163.s031.t009	tape_machine.n.h.01.
d163.s031.t010	friend.n.h.01.
d163.s031.t011	article_of_clothing.n.h.01.
d163.s031.t012	prove.v.h.01.
d163.s031.t013	adequate.a.h.01.
d163.s031.t014	court.n.h.01.
d163.s031.t015	convict.v.h.01.
d163.s031.t016	person.n.h.01.
rock.n.01_example.0	rock.n.h.01.
d056.s049.t000	incorporate.v.h.01.
d056.s049.t001	bos_taurus.n.h.01.
d056.s049.t002	creep_feed.n.h.01.
d056.s049.t003	level.n.h.01.
d056.s049.t004	10.a.h.01.
d056.s049.t005	mg.n.h.03.
d056.s049.t006	diethylstilbestrol.n.h.01.
d056.s049.t007	pound.n.h.02.
d056.s049.t008	feed.n.h.01.
d048.s048.t000	may.n.h.01.
d048.s048.t001	9.a.h.01.
d048.s048.t002	commissioner.n.h.01.
d048.s048.t003	announce.v.h.01.
d048.s048.t004	ruling.n.h.01.
d051.s039.t000	morning.n.h.01.
d051.s039.t001	early.r.h.01.
d051.s039.t002	summer.n.h.01.
d051.s039.t003	search.v.h.01.
d051.s039.t004	trunk.n.h.01.
d051.s039.t005	tree.n.h.01.
d051.s039.t006	high.r.h.01.
d051.s039.t007	reach.v.h.01.
d051.s039.t008	locust.n.h.01.
d051.s039.t009	shell.n.h.01.
d051.s039.t010	carefully.r.h.01.
d051.s039.t011	detach.v.h.01.
d051.s039.t012	hooked.a.h.01.
d051.s039.t013	claw.n.h.01.
d051.s039.t014	bark.n.h.02.
d051.s039.t015	hang.v.h.01.
d051.s039.t016	stable.v.h.01.
d051.s039.t017	weird.a.h.01.
d051.s039.t018	herd.n.h.01.
d051.s039.t019	angle.n.h.02.
d051.s039.t020	high.a.h.01.
d051.s039.t021	root.n.h.01.
d051.s039.t022	canary_whitewood.n.h.01.
d051.s039.t023	grass.n.h.02.
d051.s039.t024	grow.v.h.01.
d051.s039.t025	dense.a.h.01.
d051.s039.t026	shade.n.h.01.
d093.s009.t000	dot.n.h.03.
d093.s009.t001	appear.v.h.01.
d093.s009.t002	close.a.h.01.
d093.s009.t003	end.n.h.01.
d093.s009.t004	thwartwise.a.h.01.
d093.s009.t005	line.n.h.01.
d093.s009.t006	moderate.a.h.01.
d093.s009.t007	rating.n.h.01.
d093.s009.t008	further.r.h.01.
d093.s009.t009	classify.v.h.01.
d093.s009.t010	position.n.h.01.
d093.s009.t011	dot.n.h.03.
d093.s009.t012	vertical.a.h.01.
d093.s009.t013	marking.n.h.01.
d093.s009.t014	denote.v.h.01.
d093.s009.t015	mean.a.h.02.
d093.s009.t016	age.n.h.01.
d140.s061.t000	stay.v.h.01.
d140.s061.t001	ain.a.h.01.
d140.s061.t002	world.n.h.01.
d140.s061.t003	bluff.n.h.02.
d140.s061.t004	wait.v.h.01.
d140.s061.t005	letter.n.h.01.
d140.s061.t006	peddler.n.h.01.
d140.s061.t007	bring.v.h.01.
d140.s061.t008	news.n.h.01.
d087.s116.t000	tell.v.h.01.
d087.s116.t001	be.v.h.01.
d087.s116.t002	order.n.h.01.
d087.s116.t003	group.n.h.01.
d087.s116.t004	get.v.h.01.
d087.s116.t005	inside.r.h.01.
d087.s116.t006	location.n.h.01.
d087.s116.t007	so.r.h.01.
d087.s116.t008	report.n.h.01.
d087.s116.t009	government.n.h.01.
d087.s116.t010	british_capital.n.h.01.
d005.s007.t000	city_manager.n.h.01.
d005.s007.t001	town.n.h.01.
d005.s007.t002	teach.v.h.01.
d005.s007.t003	english.n.h.01.
d005.s007.t004	french.n.h.01.
d092.s055.t000	information.n.h.01.
d092.s055.t001	contact.v.h.01.
d092.s055.t002	office.n.h.01.
d092.s055.t003	atlanta.n.h.01.
d092.s055.t004	georgia.n.h.01.
d092.s055.t005	bean_town.n.h.01.
d092.s055.t006	massachuset.n.h.01.
d092.s055.t007	chicago.n.h.01.
d092.s055.t008	il.n.h.01.
d092.s055.t009	cleveland.n.h.01.
d092.s055.t010	buckeye_state.n.h.01.
d092.s055.t011	dallas.n.h.01.
d092.s055.t012	lone-star_state.n.h.01.
d092.s055.t013	capital_of_colorado.n.h.01.
d092.s055.t014	colorado.n.h.03.
d092.s055.t015	detroit.n.h.01.
d092.s055.t016	great_lakes_state.n.h.01.
d092.s055.t017	kansas_city.n.h.01.
d092.s055.t018	missouri.n.h.01.
d092.s055.t019	city_of_the_angels.n.h.01.
d092.s055.t020	ca.n.h.05.
d092.s055.t021	minneapolis.n.h.01.
d092.s055.t022	gopher_state.n.h.01.
d092.s055.t023	new_york.n.h.02.
d092.s055.t024	new_york.n.h.02.
d092.s055.t025	city_of_brotherly_love.n.h.01.
d092.s055.t026	pennsylvania.n.h.01.
d092.s055.t027	capital_of_virginia.n.h.01.
d092.s055.t028	virginia.n.h.01.
d092.s055.t029	san_francisco.n.h.01.
d092.s055.t030	ca.n.h.05.
d092.s055.t031	seattle.n.h.01.
d092.s055.t032	evergreen_state.n.h.01.
d062.s059.t000	organise.v.h.01.
d062.s059.t001	gigantic.a.h.01.
d062.s059.t002	exhibition.n.h.01.
d062.s059.t003	span.v.h.01.
d062.s059.t004	paint.v.h.01.
d062.s059.t005	day.n.h.02.
d062.s059.t006	extreme.a.h.01.
d062.s059.t007	abstract_expressionism.n.h.01.
d062.s059.t008	extreme.a.h.01.
d062.s059.t009	and_so.r.h.01.
d062.s059.t010	able.a.h.01.
d062.s059.t011	see.v.h.01.
d062.s059.t012	coup_d'oeil.n.h.01.
d062.s059.t013	much.n.h.01.
d062.s059.t014	artist.n.h.01.
d062.s059.t015	have.v.h.01.
d062.s059.t016	in_common.r.h.01.
d093.s041.t000	length.n.h.01.
d093.s041.t001	arrow.n.h.02.
d093.s041.t002	indicate.v.h.01.
d093.s041.t003	amount.n.h.01.
d093.s041.t004	slowing.n.h.01.
d093.s041.t005	acceleration.n.h.01.
d093.s041.t006	onset.n.h.01.
d093.s041.t007	month.n.h.01.
d093.s041.t008	read.v.h.01.
d093.s041.t009	roughly.r.h.01.
d093.s041.t010	refer.v.h.01.
d093.s041.t011	arrow.n.h.02.
d093.s041.t012	age.n.h.01.
d093.s041.t013	scale.n.h.03.
d093.s041.t014	base.n.h.01.
d093.s041.t015	each.a.h.01.
d093.s041.t016	figure.n.h.01.
d093.s041.t017	more.r.h.01.
d093.s041.t018	exactly.r.h.01.
d093.s041.t019	refer.v.h.01.
d093.s041.t020	original.a.h.01.
d093.s041.t021	data.n.h.01.
d093.s041.t022	appropriate.a.h.01.
d093.s041.t023	table.n.h.01.
d272.s080.t000	agree.v.h.01.
d272.s080.t001	rest.v.h.01.
d272.s080.t002	remain.v.h.01.
d062.s102.t000	be.v.h.01.
d062.s102.t001	awkward.a.h.01.
d062.s102.t002	hour.n.h.01.
d062.s102.t003	clock_in.v.h.01.
d062.s102.t004	time_clock.n.h.01.
d062.s102.t005	only.r.h.01.
d062.s102.t006	mean.v.h.01.
d062.s102.t007	sometimes.r.h.01.
d062.s102.t008	stay.v.h.01.
d062.s102.t009	a_couple_of.a.h.01.
d062.s102.t010	hour.n.h.01.
d062.s102.t011	later.r.h.01.
d062.s102.t012	drafting_board.n.h.01.
d062.s102.t013	finish_up.v.h.01.
d062.s102.t014	job.n.h.02.
d160.s015.t000	contrast.n.h.01.
d160.s015.t001	metal.n.h.01.
d160.s015.t002	coupon.n.h.01.
d160.s015.t003	size.n.h.01.
d160.s015.t004	have.v.h.01.
d160.s015.t005	magnitude.n.h.01.
d160.s015.t006	100000.n.h.01.
d160.s015.t007	less.a.h.01.
d090.s030.t000	case.n.h.01.
d090.s030.t001	married_woman.n.h.01.
d090.s030.t002	have.v.h.01.
d090.s030.t003	extreme.a.h.01.
d090.s030.t004	view.n.h.01.
d090.s030.t005	integration.n.h.01.
d090.s030.t006	be.v.h.01.
d090.s030.t007	given.a.h.01.
d090.s030.t008	emotional.a.h.01.
d090.s030.t009	outburst.n.h.01.
d090.s030.t010	situation.n.h.01.
d090.s030.t011	ruin.v.h.01.
d090.s030.t012	one.a.h.01.
d090.s030.t013	2.a.h.01.
d090.s030.t014	friendly_relationship.n.h.01.
d090.s030.t015	come_close.v.h.01.
d090.s030.t016	bust_up.v.h.01.
d090.s030.t017	several.a.h.01.
d090.s030.t018	more.a.h.01.
d041.s051.t000	be.v.h.01.
d041.s051.t001	only.r.h.01.
d041.s051.t002	15.a.h.01.
d041.s051.t003	minute.n.h.01.
d041.s051.t004	flight.n.h.01.
d041.s051.t005	be.v.h.01.
d041.s051.t006	through.a.h.01.
d041.s051.t007	person.n.h.01.
d041.s051.t008	feel.v.h.01.
d041.s051.t009	develop.v.h.01.
d041.s051.t010	case.n.h.01.
d041.s051.t011	claustrophobia.n.h.01.
d181.s073.t000	appear.v.h.01.
d181.s073.t001	be.v.h.01.
d181.s073.t002	difference.n.h.01.
d181.s073.t003	distribution.n.h.01.
d181.s073.t004	activity.n.h.01.
d181.s073.t005	group.n.h.01.
d181.s073.t006	blood_serum.n.h.01.
d181.s073.t007	2.a.h.01.
d181.s073.t008	group.n.h.01.
d181.s073.t009	donor.n.h.01.
d181.s073.t010	person.n.h.01.
d181.s073.t011	only.r.h.01.
d181.s073.t012	one.a.h.01.
d181.s073.t013	type.n.h.01.
d181.s073.t014	agglutinin.n.h.01.
d181.s073.t015	find.v.h.01.
d181.s073.t016	region.n.h.01.
d181.s073.t017	low.a.h.01.
d181.s073.t018	anionic.n.h.01.
d181.s073.t019	bind.v.h.01.
d181.s073.t020	capacity.n.h.03.
d181.s073.t021	fig.n.h.03.
nota_bene.n.01_example.0	n.b..n.h.01.
d331.s093.t000	make.v.h.01.
d331.s093.t001	seal.v.h.01.
d150.s080.t000	thus.r.h.01.
d150.s080.t001	torn.a.h.01.
d150.s080.t002	desire.n.h.01.
d150.s080.t003	be.v.h.01.
